"","Organism_uniprot","n_prot","species_name","kingdom","phylum","class","order","family","genus"
"619","Pseudogymnoascus sp. 23342-1-I1",10280,"Pseudogymnoascus sp. 23342-1-I1","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"620","Pseudogymnoascus sp. 24MN13",9885,"Pseudogymnoascus sp. 24MN13","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"621","Pseudogymnoascus sp. VKM F-103",9289,"Pseudogymnoascus sp. VKM F-103","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"622","Pseudogymnoascus sp. VKM F-3557",9076,"Pseudogymnoascus sp. VKM F-3557","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"623","Pseudogymnoascus sp. VKM F-3775",9166,"Pseudogymnoascus sp. VKM F-3775","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"624","Pseudogymnoascus sp. VKM F-3808",9530,"Pseudogymnoascus sp. VKM F-3808","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"625","Pseudogymnoascus sp. VKM F-4246",8114,"Pseudogymnoascus sp. VKM F-4246","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"626","Pseudogymnoascus sp. VKM F-4281 (FW-2241)",8296,"Pseudogymnoascus sp. VKM F-4281 ","Fungi","Ascomycota","Leotiomycetes","Incertae sedis","Pseudeurotiaceae","Pseudogymnoascus"
"627","Pseudogymnoascus sp. VKM F-4513 (FW-928)",8230,"Pseudogymnoascus sp. VKM F-4513 ","Fungi","Ascomycota","Leotiomycetes","Incertae sedis","Pseudeurotiaceae","Pseudogymnoascus"
"628","Pseudogymnoascus sp. VKM F-4515 (FW-2607)",10158,"Pseudogymnoascus sp. VKM F-4515 ","Fungi","Ascomycota","Leotiomycetes","Incertae sedis","Pseudeurotiaceae","Pseudogymnoascus"
"629","Pseudogymnoascus sp. VKM F-4516 (FW-969)",8893,"Pseudogymnoascus sp. VKM F-4516 ","Fungi","Ascomycota","Leotiomycetes","Incertae sedis","Pseudeurotiaceae","Pseudogymnoascus"
"630","Pseudogymnoascus sp. VKM F-4517 (FW-2822)",10269,"Pseudogymnoascus sp. VKM F-4517 ","Fungi","Ascomycota","Leotiomycetes","Incertae sedis","Pseudeurotiaceae","Pseudogymnoascus"
"631","Pseudogymnoascus sp. VKM F-4518 (FW-2643)",11058,"Pseudogymnoascus sp. VKM F-4518 ","Fungi","Ascomycota","Leotiomycetes","Incertae sedis","Pseudeurotiaceae","Pseudogymnoascus"
"632","Pseudogymnoascus sp. VKM F-4519 (FW-2642)",10143,"Pseudogymnoascus sp. VKM F-4519 ","Fungi","Ascomycota","Leotiomycetes","Incertae sedis","Pseudeurotiaceae","Pseudogymnoascus"
"633","Pseudogymnoascus sp. VKM F-4520 (FW-2644)",11053,"Pseudogymnoascus sp. VKM F-4520 ","Fungi","Ascomycota","Leotiomycetes","Incertae sedis","Pseudeurotiaceae","Pseudogymnoascus"
"634","Pseudogymnoascus sp. WSF 3629",10603,"Pseudogymnoascus sp. WSF 3629","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"635","Pseudogymnoascus verrucosus",10316,"Pseudogymnoascus verrucosus","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"636","Pseudomassariella vexata",12216,"Pseudomassariella vexata","Fungi","Ascomycota","Sordariomycetes","Xylariales","Pseudomassariaceae","Pseudomassariella"
"637","Pseudomicrostroma glucosiphilum",6290,"Pseudomicrostroma glucosiphilum","Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales",NA,"Pseudomicrostroma"
"638","Pseudovirgaria hyperparasitica",10884,"Pseudovirgaria hyperparasitica","Fungi","Ascomycota","Dothideomycetes","Acrospermales","Acrospermaceae","Pseudovirgaria"
"639","Pseudozyma antarctica (strain T-34) (Yeast) (Candida antarctica)",6121,"Pseudozyma antarctica ","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Moesziomyces"
"640","Pseudozyma antarctica (Yeast) (Candida antarctica)",7944,"Pseudozyma antarctica ","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Moesziomyces"
"641","Pseudozyma flocculosa",7205,"Pseudozyma flocculosa","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Pseudozyma"
"642","Pseudozyma hubeiensis (strain SY62) (Yeast)",6951,"Pseudozyma hubeiensis ","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Pseudozyma"
"643","Psilocybe cyanescens",15159,"Psilocybe cyanescens","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Psilocybe"
"644","Pterula gracilis",12556,"Pterula gracilis","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pterulaceae","Pterula"
"645","Puccinia coronata f. sp. avenae",42204,"Puccinia coronata f. sp. avenae","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
"646","Puccinia graminis f. sp. tritici",57298,"Puccinia graminis f. sp. tritici","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
"647","Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus)",15405,"Puccinia graminis f. sp. tritici ","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
"648","Puccinia sorghi",20462,"Puccinia sorghi","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
"649","Puccinia striiformis",27171,"Puccinia striiformis","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
"650","Puccinia striiformis f. sp. tritici PST-78",19510,"Puccinia striiformis f. sp. tritici PST-78","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
"651","Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus)",23813,"Puccinia triticina ","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
"652","Purpureocillium lilacinum (Paecilomyces lilacinus)",25834,"Purpureocillium lilacinum ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Purpureocillium"
"653","Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina)",9535,"Pycnoporus cinnabarinus ","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes"
"654","Pyrenochaeta sp. DS3sAY3a",14574,"Pyrenochaeta sp. DS3sAY3a","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta"
"655","Pyrenophora seminiperda CCB06",8295,"Pyrenophora seminiperda CCB06","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora"
"656","Pyrenophora teres f. teres",11040,"Pyrenophora teres f. teres","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora"
"657","Pyrenophora teres f. teres (strain 0-1) (Barley net blotch fungus) (Drechslera teres f. teres)",11335,"Pyrenophora teres f. teres ","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora"
"658","Pyrenophora tritici-repentis",18527,"Pyrenophora tritici-repentis","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora"
"659","Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)",11709,"Pyrenophora tritici-repentis ","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora"
"660","Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)",12848,"Pyronema omphalodes ","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pyronema"
"661","Pyrrhoderma noxium",9487,"Pyrrhoderma noxium","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Pyrrhoderma"
"662","Rachicladosporium antarcticum",17894,"Rachicladosporium antarcticum","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Rachicladosporium"
"663","Rachicladosporium sp. CCFEE 5018",17521,"Rachicladosporium sp. CCFEE 5018","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Rachicladosporium"
"664","Ramularia collo-cygni",6424,"Ramularia collo-cygni","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia"
"665","Rasamsonia emersonii CBS 393.64",9482,"Rasamsonia emersonii CBS 393.64","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia"
"666","Rhinocladiella mackenziei CBS 650.93",11021,"Rhinocladiella mackenziei CBS 650.93","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella"
"667","Rhizoclosmatium globosum",16337,"Rhizoclosmatium globosum","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium"
"668","Rhizoctonia solani",11094,"Rhizoctonia solani","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia"
"669","Rhizoctonia solani 123E",10493,"Rhizoctonia solani 123E","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia"
"670","Rhizoctonia solani AG-3 Rhs1AP",12086,"Rhizoctonia solani AG-3 Rhs1AP","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia"
"671","Rhizoctonia solani AG-8 WAC10335",12095,"Rhizoctonia solani AG-8 WAC10335","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia"
"672","Rhizophagus clarus",26349,"Rhizophagus clarus","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"673","Rhizophagus irregularis",77629,"Rhizophagus irregularis","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"674","Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) (Arbuscular mycorrhizal fungus) (Glomus intraradices)",47075,"Rhizophagus irregularis ","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"675","Rhizophagus irregularis (strain DAOM 197198w) (Glomus intraradices)",28118,"Rhizophagus irregularis ","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"676","Rhizophagus sp. MUCL 43196",21921,"Rhizophagus sp. MUCL 43196","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus"
"677","Rhizopogon vesiculosus",12711,"Rhizopogon vesiculosus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon"
"678","Rhizopogon vinicolor AM-OR11-026",14168,"Rhizopogon vinicolor AM-OR11-026","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon"
"679","Rhizopus azygosporus (Rhizopus microsporus var. azygosporus)",15445,"Rhizopus azygosporus ","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus"
"680","Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar)",16569,"Rhizopus delemar ","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus"
"681","Rhizopus microsporus",11136,"Rhizopus microsporus","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus"
"682","Rhizopus microsporus ATCC 52813",10599,"Rhizopus microsporus ATCC 52813","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus"
"683","Rhizopus microsporus var. microsporus",11240,"Rhizopus microsporus var. microsporus","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus"
"684","Rhizopus stolonifer (Rhizopus nigricans)",13658,"Rhizopus stolonifer ","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus"
"685","Rhodofomes roseus",10550,"Rhodofomes roseus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Rhodofomes"
"686","Rhodotorula diobovata",7572,"Rhodotorula diobovata","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula"
"687","Rhodotorula graminis (strain WP1)",6933,"Rhodotorula graminis ","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula"
"688","Rhodotorula sp. JG-1b",6359,"Rhodotorula sp. JG-1b","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula"
"689","Rhodotorula taiwanensis",6652,"Rhodotorula taiwanensis","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula"
"690","Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides)",7741,"Rhodotorula toruloides ","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula"
"691","Rhodotorula toruloides (Yeast) (Rhodosporidium toruloides)",26066,"Rhodotorula toruloides ","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula"
"692","Rhynchosporium agropyri",13243,"Rhynchosporium agropyri","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Rhynchosporium"
"693","Rhynchosporium commune",11942,"Rhynchosporium commune","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Rhynchosporium"
"694","Rhynchosporium secalis (Barley scald fungus)",12861,"Rhynchosporium secalis ","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Rhynchosporium"
"695","Rickenella mellea",16710,"Rickenella mellea","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Rickenella"
"696","Rosellinia necatrix (White root-rot fungus)",12058,"Rosellinia necatrix ","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Rosellinia"
"697","Rozella allomycis (strain CSF55)",10857,"Rozella allomycis ","Fungi","Cryptomycota",NA,NA,NA,"Rozella"
"698","Rutstroemia sp. NJR-2017a BBW",10450,"Rutstroemia sp. NJR-2017a BBW","Fungi","Ascomycota","Leotiomycetes","Helotiales","Rutstroemiaceae","Rutstroemia"
"699","Rutstroemia sp. NJR-2017a BVV2",8285,"Rutstroemia sp. NJR-2017a BVV2","Fungi","Ascomycota","Leotiomycetes","Helotiales","Rutstroemiaceae","Rutstroemia"
"700","Rutstroemia sp. NJR-2017a WRK4",10137,"Rutstroemia sp. NJR-2017a WRK4","Fungi","Ascomycota","Leotiomycetes","Helotiales","Rutstroemiaceae","Rutstroemia"
"701","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",6718,"Saccharomyces cerevisiae ","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces"
"702","Saccharomyces cerevisiae x Saccharomyces kudriavzevii (strain VIN7) (Yeast)",7504,"Saccharomyces cerevisiae x Saccharomyces kudriavzevii ","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces"
"703","Saccharomyces pastorianus (Lager yeast) (Saccharomyces cerevisiae x Saccharomyces eubayanus)",10508,"Saccharomyces pastorianus ","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces"
"704","Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)",6784,"Saitoella complicata ","Fungi","Ascomycota",NA,NA,NA,"Saitoella"
"705","Saitozyma podzolica",9796,"Saitozyma podzolica","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma"
"706","Salinomyces thailandica",8402,"Salinomyces thailandica","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Salinomyces"
"707","Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus)",12780,"Schizophyllum commune ","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum"
"708","Schizopora paradoxa",16729,"Schizopora paradoxa","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Schizopora"
"709","Scleroderma citrinum Foug A",20619,"Scleroderma citrinum Foug A","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma"
"710","Sclerotinia borealis (strain F-4128)",9745,"Sclerotinia borealis ","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia"
"711","Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)",24794,"Sclerotinia sclerotiorum ","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia"
"712","Scytalidium lignicola (Hyphomycete)",11683,"Scytalidium lignicola ","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Scytalidium"
"713","Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica)",11355,"Serendipita indica ","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita"
"714","Serendipita vermifera MAFF 305830",14601,"Serendipita vermifera MAFF 305830","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita"
"715","Serpula lacrymans var. lacrymans (strain S7.3) (Dry rot fungus)",14103,"Serpula lacrymans var. lacrymans ","Fungi","Basidiomycota","Agaricomycetes","Boletales","Serpulaceae","Serpula"
"716","Serpula lacrymans var. lacrymans (strain S7.9) (Dry rot fungus)",12495,"Serpula lacrymans var. lacrymans ","Fungi","Basidiomycota","Agaricomycetes","Boletales","Serpulaceae","Serpula"
"717","Sistotremastrum niveocremeum HHB9708",12746,"Sistotremastrum niveocremeum HHB9708","Fungi","Basidiomycota","Agaricomycetes","Trechisporales",NA,"Sistotremastrum"
"718","Sistotremastrum suecicum HHB10207 ss-3",13334,"Sistotremastrum suecicum HHB10207 ss-3","Fungi","Basidiomycota","Agaricomycetes","Trechisporales",NA,"Sistotremastrum"
"719","Smittium angustum",6335,"Smittium angustum","Fungi","Zoopagomycota","Harpellomycetes","Harpellales","Legeriomycetaceae","Smittium"
"720","Smittium culicis",20425,"Smittium culicis","Fungi","Zoopagomycota","Harpellomycetes","Harpellales","Legeriomycetaceae","Smittium"
"721","Smittium megazygosporum",6533,"Smittium megazygosporum","Fungi","Zoopagomycota","Harpellomycetes","Harpellales","Legeriomycetaceae","Smittium"
"722","Smittium mucronatum",7592,"Smittium mucronatum","Fungi","Zoopagomycota","Harpellomycetes","Harpellales","Legeriomycetaceae","Smittium"
"723","Smittium simulii",6161,"Smittium simulii","Fungi","Zoopagomycota","Harpellomycetes","Harpellales","Legeriomycetaceae","Smittium"
"724","Sodiomyces alkalinus F11",9063,"Sodiomyces alkalinus F11","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Sodiomyces"
"725","Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)",9452,"Sordaria macrospora ","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Sordaria"
"726","Sparassis crispa",12680,"Sparassis crispa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Sparassidaceae","Sparassis"
"727","Sphaceloma murrayae",7942,"Sphaceloma murrayae","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae","Sphaceloma"
"728","Sphaerobolus stellatus (strain SS14)",24421,"Sphaerobolus stellatus ","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Sphaerobolaceae","Sphaerobolus"
"729","Sphaerosporella brunnea",12118,"Sphaerosporella brunnea","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Sphaerosporella"
"730","Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)",9859,"Sphaerulina musiva ","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina"
"731","Spizellomyces punctatus (strain DAOM BR117)",8809,"Spizellomyces punctatus ","Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces"
"732","Spizellomyces sp. 'palustris'",8080,"Spizellomyces sp. 'palustris'","Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces"
"733","Sporisorium graminicola",6107,"Sporisorium graminicola","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Sporisorium"
"734","Sporisorium reilianum (strain SRZ2) (Maize head smut fungus)",6188,"Sporisorium reilianum ","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Sporisorium"
"735","Sporisorium scitamineum",10461,"Sporisorium scitamineum","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Sporisorium"
"736","Sporormia fimetaria CBS 119925",10447,"Sporormia fimetaria CBS 119925","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormia"
"737","Sporothrix brasiliensis 5110",8689,"Sporothrix brasiliensis 5110","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix"
"738","Sporothrix insectorum RCEF 264",9021,"Sporothrix insectorum RCEF 264","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Sporothrix"
"739","Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus)",8652,"Sporothrix schenckii ","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix"
"740","Sporothrix schenckii 1099-18",9842,"Sporothrix schenckii 1099-18","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix"
"741","Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum)",11006,"Stachybotrys chartarum ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys"
"742","Stachybotrys chartarum IBT 40288",10891,"Stachybotrys chartarum IBT 40288","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys"
"743","Stachybotrys chlorohalonata (strain IBT 40285)",10209,"Stachybotrys chlorohalonata ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys"
"744","Stagonospora sp. SRC1lsM3a",14047,"Stagonospora sp. SRC1lsM3a","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora"
"745","Steccherinum ochraceum",11832,"Steccherinum ochraceum","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum"
"746","Stemphylium lycopersici",8477,"Stemphylium lycopersici","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium"
"747","Suillus luteus UH-Slu-Lm8-n1",18005,"Suillus luteus UH-Slu-Lm8-n1","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus"
"748","Syncephalastrum racemosum (Filamentous fungus)",10781,"Syncephalastrum racemosum ","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Syncephalastraceae","Syncephalastrum"
"749","Synchytrium endobioticum",12764,"Synchytrium endobioticum","Fungi","Chytridiomycota","Chytridiomycetes","Synchytriales","Synchytriaceae","Synchytrium"
"750","Talaromyces amestolkiae",9007,"Talaromyces amestolkiae","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"751","Talaromyces atroroseus",9133,"Talaromyces atroroseus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"752","Talaromyces islandicus (Penicillium islandicum)",9476,"Talaromyces islandicus ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"753","Talaromyces marneffei (Penicillium marneffei)",9829,"Talaromyces marneffei ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"754","Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)",10030,"Talaromyces marneffei ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"755","Talaromyces marneffei PM1",11562,"Talaromyces marneffei PM1","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"756","Talaromyces pinophilus (Penicillium pinophilum)",10574,"Talaromyces pinophilus ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"757","Talaromyces rugulosus",11323,"Talaromyces rugulosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"758","Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)",12545,"Talaromyces stipitatus ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"759","Teratosphaeria nubilosa",10762,"Teratosphaeria nubilosa","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Teratosphaeria"
"760","Terfezia boudieri ATCC MYA-4762",11718,"Terfezia boudieri ATCC MYA-4762","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Terfezia"
"761","Termitomyces sp. J132",10808,"Termitomyces sp. J132","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Termitomyces"
"762","Testicularia cyperi",6551,"Testicularia cyperi","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Anthracoideaceae","Testicularia"
"763","Thamnocephalis sphaerospora",6629,"Thamnocephalis sphaerospora","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Sigmoideomycetaceae","Thamnocephalis"
"764","Thanatephorus cucumeris (strain AG1-IA) (Rice sheath blight fungus) (Rhizoctonia solani)",10135,"Thanatephorus cucumeris ","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus"
"765","Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)",22851,"Thanatephorus cucumeris ","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus"
"766","Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile)",8776,"Thermothelomyces thermophilus ","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Thermothelomyces"
"767","Thermothielavioides terrestris",9222,"Thermothielavioides terrestris","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Thermothielavioides"
"768","Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) (Thielavia terrestris)",9445,"Thermothielavioides terrestris ","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Thermothielavioides"
