,Organism_uniprot,n_prot,species_name,kingdom,phylum,class,order,family,genus,DFA
623,Pseudogymnoascus sp. VKM F-3775,9166,Pseudogymnoascus sp. VKM F-3775,Fungi,Ascomycota,Leotiomycetes,NA,Pseudeurotiaceae,Pseudogymnoascus,Yes
624,Pseudogymnoascus sp. VKM F-3808,9530,Pseudogymnoascus sp. VKM F-3808,Fungi,Ascomycota,Leotiomycetes,NA,Pseudeurotiaceae,Pseudogymnoascus,Yes
625,Pseudogymnoascus sp. VKM F-4246,8114,Pseudogymnoascus sp. VKM F-4246,Fungi,Ascomycota,Leotiomycetes,NA,Pseudeurotiaceae,Pseudogymnoascus,Yes
626,Pseudogymnoascus sp. VKM F-4281 (FW-2241),8296,Pseudogymnoascus sp. VKM F-4281 ,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Pseudeurotiaceae,Pseudogymnoascus,No
627,Pseudogymnoascus sp. VKM F-4513 (FW-928),8230,Pseudogymnoascus sp. VKM F-4513 ,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Pseudeurotiaceae,Pseudogymnoascus,No
628,Pseudogymnoascus sp. VKM F-4515 (FW-2607),10158,Pseudogymnoascus sp. VKM F-4515 ,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Pseudeurotiaceae,Pseudogymnoascus,No
629,Pseudogymnoascus sp. VKM F-4516 (FW-969),8893,Pseudogymnoascus sp. VKM F-4516 ,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Pseudeurotiaceae,Pseudogymnoascus,No
630,Pseudogymnoascus sp. VKM F-4517 (FW-2822),10269,Pseudogymnoascus sp. VKM F-4517 ,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Pseudeurotiaceae,Pseudogymnoascus,No
631,Pseudogymnoascus sp. VKM F-4518 (FW-2643),11058,Pseudogymnoascus sp. VKM F-4518 ,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Pseudeurotiaceae,Pseudogymnoascus,No
632,Pseudogymnoascus sp. VKM F-4519 (FW-2642),10143,Pseudogymnoascus sp. VKM F-4519 ,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Pseudeurotiaceae,Pseudogymnoascus,No
633,Pseudogymnoascus sp. VKM F-4520 (FW-2644),11053,Pseudogymnoascus sp. VKM F-4520 ,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Pseudeurotiaceae,Pseudogymnoascus,No
634,Pseudogymnoascus sp. WSF 3629,10603,Pseudogymnoascus sp. WSF 3629,Fungi,Ascomycota,Leotiomycetes,NA,Pseudeurotiaceae,Pseudogymnoascus,No
635,Pseudogymnoascus verrucosus,10316,Pseudogymnoascus verrucosus,Fungi,Ascomycota,Leotiomycetes,NA,Pseudeurotiaceae,Pseudogymnoascus,Yes
636,Pseudomassariella vexata,12216,Pseudomassariella vexata,Fungi,Ascomycota,Sordariomycetes,Xylariales,Pseudomassariaceae,Pseudomassariella,No
637,Pseudomicrostroma glucosiphilum,6290,Pseudomicrostroma glucosiphilum,Fungi,Basidiomycota,Exobasidiomycetes,Microstromatales,NA,Pseudomicrostroma,No
638,Pseudovirgaria hyperparasitica,10884,Pseudovirgaria hyperparasitica,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermaceae,Pseudovirgaria,No
639,Pseudozyma antarctica (strain T-34) (Yeast) (Candida antarctica),6121,Pseudozyma antarctica ,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,Yes
640,Pseudozyma antarctica (Yeast) (Candida antarctica),7944,Pseudozyma antarctica ,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,Yes
641,Pseudozyma flocculosa,7205,Pseudozyma flocculosa,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,No
642,Pseudozyma hubeiensis (strain SY62) (Yeast),6951,Pseudozyma hubeiensis ,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,Yes
643,Psilocybe cyanescens,15159,Psilocybe cyanescens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,Yes
644,Pterula gracilis,12556,Pterula gracilis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Pterula,Yes
645,Puccinia coronata f. sp. avenae,42204,Puccinia coronata f. sp. avenae,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Yes
646,Puccinia graminis f. sp. tritici,57298,Puccinia graminis f. sp. tritici,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Yes
647,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),15405,Puccinia graminis f. sp. tritici ,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Yes
648,Puccinia sorghi,20462,Puccinia sorghi,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Yes
649,Puccinia striiformis,27171,Puccinia striiformis,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,No
650,Puccinia striiformis f. sp. tritici PST-78,19510,Puccinia striiformis f. sp. tritici PST-78,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,No
651,Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus),23813,Puccinia triticina ,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Yes
652,Purpureocillium lilacinum (Paecilomyces lilacinus),25834,Purpureocillium lilacinum ,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,No
653,Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina),9535,Pycnoporus cinnabarinus ,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Yes
654,Pyrenochaeta sp. DS3sAY3a,14574,Pyrenochaeta sp. DS3sAY3a,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Yes
655,Pyrenophora seminiperda CCB06,8295,Pyrenophora seminiperda CCB06,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,No
656,Pyrenophora teres f. teres,11040,Pyrenophora teres f. teres,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,No
657,Pyrenophora teres f. teres (strain 0-1) (Barley net blotch fungus) (Drechslera teres f. teres),11335,Pyrenophora teres f. teres ,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,No
658,Pyrenophora tritici-repentis,18527,Pyrenophora tritici-repentis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,No
659,Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis),11709,Pyrenophora tritici-repentis ,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Yes
660,Pyronema omphalodes (strain CBS 100304) (Pyronema confluens),12848,Pyronema omphalodes ,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronema,No
661,Pyrrhoderma noxium,9487,Pyrrhoderma noxium,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Pyrrhoderma,Yes
662,Rachicladosporium antarcticum,17894,Rachicladosporium antarcticum,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Rachicladosporium,Yes
663,Rachicladosporium sp. CCFEE 5018,17521,Rachicladosporium sp. CCFEE 5018,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Rachicladosporium,Yes
664,Ramularia collo-cygni,6424,Ramularia collo-cygni,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,No
665,Rasamsonia emersonii CBS 393.64,9482,Rasamsonia emersonii CBS 393.64,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,Yes
666,Rhinocladiella mackenziei CBS 650.93,11021,Rhinocladiella mackenziei CBS 650.93,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Yes
667,Rhizoclosmatium globosum,16337,Rhizoclosmatium globosum,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Rhizoclosmatium,Yes
668,Rhizoctonia solani,11094,Rhizoctonia solani,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Yes
669,Rhizoctonia solani 123E,10493,Rhizoctonia solani 123E,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Yes
670,Rhizoctonia solani AG-3 Rhs1AP,12086,Rhizoctonia solani AG-3 Rhs1AP,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,No
671,Rhizoctonia solani AG-8 WAC10335,12095,Rhizoctonia solani AG-8 WAC10335,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,No
672,Rhizophagus clarus,26349,Rhizophagus clarus,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Yes
673,Rhizophagus irregularis,77629,Rhizophagus irregularis,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,No
674,Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) (Arbuscular mycorrhizal fungus) (Glomus intraradices),47075,Rhizophagus irregularis ,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,No
675,Rhizophagus irregularis (strain DAOM 197198w) (Glomus intraradices),28118,Rhizophagus irregularis ,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Yes
676,Rhizophagus sp. MUCL 43196,21921,Rhizophagus sp. MUCL 43196,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,No
677,Rhizopogon vesiculosus,12711,Rhizopogon vesiculosus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,No
678,Rhizopogon vinicolor AM-OR11-026,14168,Rhizopogon vinicolor AM-OR11-026,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Yes
679,Rhizopus azygosporus (Rhizopus microsporus var. azygosporus),15445,Rhizopus azygosporus ,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,No
680,Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar),16569,Rhizopus delemar ,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Yes
681,Rhizopus microsporus,11136,Rhizopus microsporus,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,No
682,Rhizopus microsporus ATCC 52813,10599,Rhizopus microsporus ATCC 52813,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,No
683,Rhizopus microsporus var. microsporus,11240,Rhizopus microsporus var. microsporus,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,No
684,Rhizopus stolonifer (Rhizopus nigricans),13658,Rhizopus stolonifer ,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,No
685,Rhodofomes roseus,10550,Rhodofomes roseus,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Rhodofomes,No
686,Rhodotorula diobovata,7572,Rhodotorula diobovata,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Yes
687,Rhodotorula graminis (strain WP1),6933,Rhodotorula graminis ,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Yes
688,Rhodotorula sp. JG-1b,6359,Rhodotorula sp. JG-1b,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,No
689,Rhodotorula taiwanensis,6652,Rhodotorula taiwanensis,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,No
690,Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides),7741,Rhodotorula toruloides ,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,No
691,Rhodotorula toruloides (Yeast) (Rhodosporidium toruloides),26066,Rhodotorula toruloides ,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,No
692,Rhynchosporium agropyri,13243,Rhynchosporium agropyri,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Yes
693,Rhynchosporium commune,11942,Rhynchosporium commune,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,No
694,Rhynchosporium secalis (Barley scald fungus),12861,Rhynchosporium secalis ,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Yes
695,Rickenella mellea,16710,Rickenella mellea,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Rickenella,Yes
696,Rosellinia necatrix (White root-rot fungus),12058,Rosellinia necatrix ,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,No
697,Rozella allomycis (strain CSF55),10857,Rozella allomycis ,Fungi,Cryptomycota,NA,NA,NA,Rozella,No
698,Rutstroemia sp. NJR-2017a BBW,10450,Rutstroemia sp. NJR-2017a BBW,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,Yes
699,Rutstroemia sp. NJR-2017a BVV2,8285,Rutstroemia sp. NJR-2017a BVV2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,No
700,Rutstroemia sp. NJR-2017a WRK4,10137,Rutstroemia sp. NJR-2017a WRK4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,Yes
701,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),6718,Saccharomyces cerevisiae ,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,No
702,Saccharomyces cerevisiae x Saccharomyces kudriavzevii (strain VIN7) (Yeast),7504,Saccharomyces cerevisiae x Saccharomyces kudriavzevii ,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,No
703,Saccharomyces pastorianus (Lager yeast) (Saccharomyces cerevisiae x Saccharomyces eubayanus),10508,Saccharomyces pastorianus ,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,No
704,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),6784,Saitoella complicata ,Fungi,Ascomycota,NA,NA,NA,Saitoella,No
705,Saitozyma podzolica,9796,Saitozyma podzolica,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Yes
706,Salinomyces thailandica,8402,Salinomyces thailandica,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Salinomyces,Yes
707,Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus),12780,Schizophyllum commune ,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Yes
708,Schizopora paradoxa,16729,Schizopora paradoxa,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schizopora,Yes
709,Scleroderma citrinum Foug A,20619,Scleroderma citrinum Foug A,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,Yes
710,Sclerotinia borealis (strain F-4128),9745,Sclerotinia borealis ,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,No
711,Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum),24794,Sclerotinia sclerotiorum ,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Yes
712,Scytalidium lignicola (Hyphomycete),11683,Scytalidium lignicola ,Fungi,Ascomycota,Leotiomycetes,NA,NA,Scytalidium,No
713,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),11355,Serendipita indica ,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,No
714,Serendipita vermifera MAFF 305830,14601,Serendipita vermifera MAFF 305830,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Yes
715,Serpula lacrymans var. lacrymans (strain S7.3) (Dry rot fungus),14103,Serpula lacrymans var. lacrymans ,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,No
716,Serpula lacrymans var. lacrymans (strain S7.9) (Dry rot fungus),12495,Serpula lacrymans var. lacrymans ,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Yes
717,Sistotremastrum niveocremeum HHB9708,12746,Sistotremastrum niveocremeum HHB9708,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,NA,Sistotremastrum,Yes
718,Sistotremastrum suecicum HHB10207 ss-3,13334,Sistotremastrum suecicum HHB10207 ss-3,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,NA,Sistotremastrum,No
719,Smittium angustum,6335,Smittium angustum,Fungi,Zoopagomycota,Harpellomycetes,Harpellales,Legeriomycetaceae,Smittium,Yes
720,Smittium culicis,20425,Smittium culicis,Fungi,Zoopagomycota,Harpellomycetes,Harpellales,Legeriomycetaceae,Smittium,No
721,Smittium megazygosporum,6533,Smittium megazygosporum,Fungi,Zoopagomycota,Harpellomycetes,Harpellales,Legeriomycetaceae,Smittium,Yes
722,Smittium mucronatum,7592,Smittium mucronatum,Fungi,Zoopagomycota,Harpellomycetes,Harpellales,Legeriomycetaceae,Smittium,No
723,Smittium simulii,6161,Smittium simulii,Fungi,Zoopagomycota,Harpellomycetes,Harpellales,Legeriomycetaceae,Smittium,Yes
724,Sodiomyces alkalinus F11,9063,Sodiomyces alkalinus F11,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Sodiomyces,No
725,Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell),9452,Sordaria macrospora ,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,No
726,Sparassis crispa,12680,Sparassis crispa,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,Sparassis,No
727,Sphaceloma murrayae,7942,Sphaceloma murrayae,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Sphaceloma,Yes
728,Sphaerobolus stellatus (strain SS14),24421,Sphaerobolus stellatus ,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolaceae,Sphaerobolus,Yes
729,Sphaerosporella brunnea,12118,Sphaerosporella brunnea,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Sphaerosporella,Yes
730,Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva),9859,Sphaerulina musiva ,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Yes
731,Spizellomyces punctatus (strain DAOM BR117),8809,Spizellomyces punctatus ,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Yes
732,Spizellomyces sp. 'palustris',8080,Spizellomyces sp. 'palustris',Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Yes
733,Sporisorium graminicola,6107,Sporisorium graminicola,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,No
734,Sporisorium reilianum (strain SRZ2) (Maize head smut fungus),6188,Sporisorium reilianum ,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Yes
735,Sporisorium scitamineum,10461,Sporisorium scitamineum,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Yes
736,Sporormia fimetaria CBS 119925,10447,Sporormia fimetaria CBS 119925,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia,Yes
737,Sporothrix brasiliensis 5110,8689,Sporothrix brasiliensis 5110,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,No
738,Sporothrix insectorum RCEF 264,9021,Sporothrix insectorum RCEF 264,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Sporothrix,No
739,Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus),8652,Sporothrix schenckii ,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,No
740,Sporothrix schenckii 1099-18,9842,Sporothrix schenckii 1099-18,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,No
741,Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum),11006,Stachybotrys chartarum ,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,No
742,Stachybotrys chartarum IBT 40288,10891,Stachybotrys chartarum IBT 40288,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,No
743,Stachybotrys chlorohalonata (strain IBT 40285),10209,Stachybotrys chlorohalonata ,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,No
744,Stagonospora sp. SRC1lsM3a,14047,Stagonospora sp. SRC1lsM3a,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Yes
745,Steccherinum ochraceum,11832,Steccherinum ochraceum,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,No
746,Stemphylium lycopersici,8477,Stemphylium lycopersici,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,No
747,Suillus luteus UH-Slu-Lm8-n1,18005,Suillus luteus UH-Slu-Lm8-n1,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,No
748,Syncephalastrum racemosum (Filamentous fungus),10781,Syncephalastrum racemosum ,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Syncephalastraceae,Syncephalastrum,Yes
749,Synchytrium endobioticum,12764,Synchytrium endobioticum,Fungi,Chytridiomycota,Chytridiomycetes,Synchytriales,Synchytriaceae,Synchytrium,Yes
750,Talaromyces amestolkiae,9007,Talaromyces amestolkiae,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,No
751,Talaromyces atroroseus,9133,Talaromyces atroroseus,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,No
752,Talaromyces islandicus (Penicillium islandicum),9476,Talaromyces islandicus ,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Yes
753,Talaromyces marneffei (Penicillium marneffei),9829,Talaromyces marneffei ,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,No
754,Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei),10030,Talaromyces marneffei ,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,No
755,Talaromyces marneffei PM1,11562,Talaromyces marneffei PM1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,No
756,Talaromyces pinophilus (Penicillium pinophilum),10574,Talaromyces pinophilus ,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,No
757,Talaromyces rugulosus,11323,Talaromyces rugulosus,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,No
758,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum),12545,Talaromyces stipitatus ,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Yes
759,Teratosphaeria nubilosa,10762,Teratosphaeria nubilosa,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Teratosphaeria,Yes
760,Terfezia boudieri ATCC MYA-4762,11718,Terfezia boudieri ATCC MYA-4762,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Terfezia,Yes
761,Termitomyces sp. J132,10808,Termitomyces sp. J132,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Termitomyces,No
762,Testicularia cyperi,6551,Testicularia cyperi,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Anthracoideaceae,Testicularia,Yes
763,Thamnocephalis sphaerospora,6629,Thamnocephalis sphaerospora,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Sigmoideomycetaceae,Thamnocephalis,Yes
764,Thanatephorus cucumeris (strain AG1-IA) (Rice sheath blight fungus) (Rhizoctonia solani),10135,Thanatephorus cucumeris ,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Yes
765,Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani),22851,Thanatephorus cucumeris ,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Yes
766,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8776,Thermothelomyces thermophilus ,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,No
767,Thermothielavioides terrestris,9222,Thermothielavioides terrestris,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothielavioides,No
768,Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) (Thielavia terrestris),9445,Thermothielavioides terrestris ,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothielavioides,No
769,Thyridium curvatum,11612,Thyridium curvatum,Fungi,Ascomycota,Sordariomycetes,NA,Thyridiaceae,Thyridium,No
770,Tilletia caries (wheat bunt fungus),6017,Tilletia caries ,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,No
771,Tilletia indica,6601,Tilletia indica,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,No
772,Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),6390,Tilletiaria anomala ,Fungi,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Tilletiaria,Yes
773,Tilletiopsis washingtonensis,6620,Tilletiopsis washingtonensis,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,NA,Tilletiopsis,No
774,Tolypocladium capitatum,7275,Tolypocladium capitatum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,No
